Java HotSpot(TM) 64-Bit Server VM (25.161-b12) for bsd-amd64 JRE (1.8.0_161-b12), built on Dec 19 2017 16:22:20 by "java_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(373544k free)

/proc/meminfo:

CommandLine flags: -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/Users/colonelhou/Documents/company/wksp/MacOS-JAVA/src/main/java/com/java/jvm/hprof -XX:InitialHeapSize=10485760 -XX:MaxHeapSize=10485760 -XX:MaxNewSize=2097152 -XX:NewSize=2097152 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:SurvivorRatio=8 -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
0.139: [GC (Allocation Failure) [PSYoungGen: 1024K->506K(1536K)] 1024K->530K(9728K), 0.0012948 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.258: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6966K->5503K(8192K)] 6998K->5503K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0039890 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.263: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6995K->7007K(9728K), 0.0004699 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.264: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7007K->7007K(9728K), 0.0005492 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.264: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6975K->2551K(8192K)] 7007K->2551K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0026917 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.267: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6987K->6998K(9728K), 0.0008690 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.268: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 6998K->6998K(9728K), 0.0002610 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.269: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6966K->5503K(8192K)] 6998K->5503K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0024437 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.271: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6996K->7007K(9728K), 0.0008101 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.272: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7007K->7007K(9728K), 0.0002552 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
21.273: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6975K->2551K(8192K)] 7007K->2551K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0024862 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.275: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6987K->6999K(9728K), 0.0008350 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.276: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 6999K->6999K(9728K), 0.0002778 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.277: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6967K->5504K(8192K)] 6999K->5504K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0025402 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.279: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6996K->7008K(9728K), 0.0003015 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.280: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7008K->7008K(9728K), 0.0003024 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.280: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6976K->2551K(8192K)] 7008K->2551K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020770 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.283: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6988K->7000K(9728K), 0.0003194 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.283: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7000K->7000K(9728K), 0.0006248 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.284: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6968K->5504K(8192K)] 7000K->5504K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0023792 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.286: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6997K->7008K(9728K), 0.0008492 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.287: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7008K->7008K(9728K), 0.0009135 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.288: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6976K->2551K(8192K)] 7008K->2551K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0022763 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.291: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6989K->7000K(9728K), 0.0003627 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.291: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7000K->7000K(9728K), 0.0003031 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.292: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6968K->5504K(8192K)] 7000K->5504K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021305 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
21.294: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6997K->7009K(9728K), 0.0003401 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.295: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7009K->7009K(9728K), 0.0003037 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.295: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6977K->2551K(8192K)] 7009K->2551K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020070 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.297: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6989K->7001K(9728K), 0.0003157 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.298: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7001K->7001K(9728K), 0.0002880 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.298: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6969K->5505K(8192K)] 7001K->5505K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020735 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.300: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6998K->7009K(9728K), 0.0003000 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.301: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7009K->7009K(9728K), 0.0002556 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.301: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6977K->2552K(8192K)] 7009K->2552K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020200 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
21.304: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6990K->7002K(9728K), 0.0003283 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.304: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7002K->7002K(9728K), 0.0002418 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.304: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6970K->5505K(8192K)] 7002K->5505K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0022144 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.307: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6998K->7010K(9728K), 0.0003171 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.307: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7010K->7010K(9728K), 0.0002657 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.307: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6978K->2552K(8192K)] 7010K->2552K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0022416 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.310: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6991K->7002K(9728K), 0.0003238 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.310: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7002K->7002K(9728K), 0.0002728 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.311: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6970K->5505K(8192K)] 7002K->5505K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020816 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
21.313: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6999K->7010K(9728K), 0.0002956 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
21.313: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7010K->7010K(9728K), 0.0002623 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.314: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6978K->2552K(8192K)] 7010K->2552K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021429 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.316: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6991K->7003K(9728K), 0.0003357 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.317: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7003K->7003K(9728K), 0.0003277 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.317: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6971K->5505K(8192K)] 7003K->5505K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020941 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.319: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6999K->7011K(9728K), 0.0003111 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.320: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7011K->7011K(9728K), 0.0002478 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.320: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6979K->2552K(8192K)] 7011K->2552K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020020 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.322: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6992K->7003K(9728K), 0.0003160 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
21.323: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7003K->7003K(9728K), 0.0003056 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.323: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6971K->5506K(8192K)] 7003K->5506K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020158 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.325: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7000K->7011K(9728K), 0.0003105 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.326: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7011K->7011K(9728K), 0.0002705 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.326: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6979K->2552K(8192K)] 7011K->2552K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020521 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.328: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6993K->7004K(9728K), 0.0003142 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.329: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7004K->7004K(9728K), 0.0003176 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.329: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6972K->5506K(8192K)] 7004K->5506K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0027403 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.332: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7000K->7012K(9728K), 0.0003031 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
21.333: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7012K->7012K(9728K), 0.0002922 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.333: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6980K->2552K(8192K)] 7012K->2552K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021735 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.336: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6993K->7005K(9728K), 0.0003146 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.336: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7005K->7005K(9728K), 0.0002632 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.336: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6973K->5506K(8192K)] 7005K->5506K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020705 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.338: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7001K->7012K(9728K), 0.0003324 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.339: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7012K->7012K(9728K), 0.0002751 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.339: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6980K->2553K(8192K)] 7012K->2553K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0019757 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.342: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6994K->7005K(9728K), 0.0003191 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.342: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7005K->7005K(9728K), 0.0002608 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.342: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6973K->5507K(8192K)] 7005K->5507K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020082 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
21.345: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7001K->7013K(9728K), 0.0003003 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.345: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7013K->7013K(9728K), 0.0002626 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.345: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6981K->2553K(8192K)] 7013K->2553K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021562 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.348: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6995K->7006K(9728K), 0.0003143 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.348: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7006K->7006K(9728K), 0.0002549 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.348: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6974K->5507K(8192K)] 7006K->5507K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020543 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.351: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7002K->7013K(9728K), 0.0003108 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.351: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7013K->7013K(9728K), 0.0002678 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.351: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6981K->2553K(8192K)] 7013K->2553K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020168 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
21.354: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6995K->7007K(9728K), 0.0003203 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.354: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7007K->7007K(9728K), 0.0002937 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.354: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6975K->5507K(8192K)] 7007K->5507K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020882 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.357: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7002K->7014K(9728K), 0.0003078 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.357: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7014K->7014K(9728K), 0.0002619 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.357: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6982K->2553K(8192K)] 7014K->2553K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020758 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.360: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6996K->7007K(9728K), 0.0003085 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.360: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7007K->7007K(9728K), 0.0002794 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.361: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6975K->5501K(8192K)] 7007K->5501K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0019601 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
21.363: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6996K->7007K(9728K), 0.0003128 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.363: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7007K->7007K(9728K), 0.0002359 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.363: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6975K->2553K(8192K)] 7007K->2553K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0027751 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.367: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6996K->7008K(9728K), 0.0003184 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.367: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7008K->7008K(9728K), 0.0002467 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.367: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6976K->5508K(8192K)] 7008K->5508K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020658 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.370: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7003K->7014K(9728K), 0.0003097 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.370: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7014K->7014K(9728K), 0.0002832 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.370: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6982K->2553K(8192K)] 7014K->2553K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021994 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
21.373: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6997K->7009K(9728K), 0.0003111 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.373: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7009K->7009K(9728K), 0.0003155 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.374: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6977K->5508K(8192K)] 7009K->5508K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021580 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.376: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7004K->7015K(9728K), 0.0003074 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.376: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7015K->7015K(9728K), 0.0002588 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.377: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6983K->2553K(8192K)] 7015K->2553K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0019892 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.379: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6998K->7009K(9728K), 0.0003205 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.379: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7009K->7009K(9728K), 0.0002462 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.380: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6977K->5509K(8192K)] 7009K->5509K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021840 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.382: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7004K->7015K(9728K), 0.0003025 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.382: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7015K->7015K(9728K), 0.0002743 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.383: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6983K->2554K(8192K)] 7015K->2554K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021186 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.385: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6998K->7010K(9728K), 0.0003301 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.386: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7010K->7010K(9728K), 0.0002629 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.386: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6978K->5509K(8192K)] 7010K->5509K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021065 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
21.388: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7004K->7016K(9728K), 0.0006102 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.389: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7016K->7016K(9728K), 0.0002678 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.389: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6984K->2554K(8192K)] 7016K->2554K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020437 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.392: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 6999K->7011K(9728K), 0.0003150 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.392: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7011K->7011K(9728K), 0.0002629 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
21.393: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6979K->5509K(8192K)] 7011K->5509K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021245 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.395: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7005K->7016K(9728K), 0.0003079 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.395: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7016K->7016K(9728K), 0.0002550 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.396: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6984K->2554K(8192K)] 7016K->2554K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021880 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.398: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7000K->7011K(9728K), 0.0003257 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.399: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7011K->7011K(9728K), 0.0002557 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.399: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6979K->5510K(8192K)] 7011K->5510K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020299 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
21.401: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7005K->7017K(9728K), 0.0003182 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.402: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7017K->7017K(9728K), 0.0002387 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
21.402: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 6985K->2554K(8192K)] 7017K->2554K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021531 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
